Id,Score,Episodes,Min_Duration,Year,Hentai,Prequel
2488,7.31,1,14.0,2002,0.0,0.0
2489,7.09,52,24.0,2005,0.0,0.0
2490,7.05,1,5.0,2004,0.0,0.0
2494,6.72,12,24.0,2007,0.0,0.0
2495,6.53,13,24.0,2001,0.0,0.0
2497,6.63,8,26.0,1994,0.0,1.0
2498,7.58,1,40.0,1995,0.0,0.0
2499,7.68,1,40.0,1995,0.0,0.0
2500,7.22,3,23.0,1993,0.0,0.0
2505,6.69,3,27.0,2006,0.0,0.0
2506,6.02,1,28.0,2006,0.0,0.0
2508,7.77,12,24.0,2007,0.0,1.0
2512,7.33,1,25.0,2002,0.0,0.0
2513,7.2,1,25.0,2003,,
2514,7.52,1,25.0,2004,,
2515,7.26,1,23.0,2005,,
2516,6.2,6,25.0,1988,0.0,0.0
2520,6.73,2,12.0,1988,0.0,0.0
2523,6.24,12,25.0,2005,0.0,1.0
2524,5.41,3,30.0,1997,0.0,0.0
2525,5.72,4,22.0,1991,0.0,0.0
2530,5.87,7,25.0,1999,0.0,0.0
2531,6.62,2,30.0,2002,1.0,0.0
2534,6.37,3,30.0,2004,0.0,0.0
2539,6.64,2,30.0,2005,0.0,0.0
2542,7.16,45,24.0,1983,0.0,0.0
2543,7.12,52,25.0,1990,0.0,0.0
2544,7.27,50,24.0,1981,0.0,0.0
2547,7.68,46,25.0,1985,0.0,0.0
2548,7.43,48,24.0,1987,0.0,0.0
2549,7.52,53,25.0,1978,0.0,0.0
2553,7.38,52,26.0,1975,0.0,0.0
2554,6.96,51,26.0,1986,0.0,0.0
2558,7.58,40,25.0,1993,0.0,1.0
2559,8.35,33,23.0,1995,0.0,0.0
2560,6.46,1,111.0,1980,0.0,0.0
2562,7.56,22,23.0,2007,0.0,0.0
2563,8.02,1,30.0,2007,0.0,1.0
2564,6.44,12,24.0,2007,0.0,0.0
2569,6.94,52,30.0,1989,0.0,0.0
2571,6.44,52,25.0,1975,0.0,0.0
2577,7.17,49,25.0,1980,0.0,0.0
2580,6.65,1,23.0,2006,0.0,0.0
2581,8.14,25,24.0,2007,0.0,0.0
2582,7.73,52,25.0,1983,0.0,1.0
2589,7.13,1,24.0,2006,0.0,0.0
2590,6.36,2,30.0,2003,1.0,0.0
2592,5.14,1,47.0,1996,0.0,0.0
2593,7.64,1,50.0,2007,0.0,0.0
2594,7.67,1,100.0,2007,0.0,0.0
2595,6.91,13,25.0,2007,0.0,1.0
2596,7.46,22,25.0,2007,0.0,0.0
2597,7.27,1,24.0,2007,0.0,0.0
2598,6.7,54,24.0,1984,0.0,0.0
2602,7.15,13,25.0,2007,0.0,0.0
2603,6.65,12,24.0,2007,0.0,0.0
2604,7.02,26,24.0,2007,0.0,0.0
2605,7.9,12,24.0,2007,0.0,0.0
2606,6.57,1,20.0,2006,0.0,0.0
2607,6.01,1,79.0,1984,0.0,0.0
2608,7.46,26,25.0,2007,0.0,0.0
2609,6.23,13,25.0,1999,0.0,0.0
2611,6.76,2,36.0,1972,0.0,0.0
2615,6.66,1,24.0,2007,0.0,0.0
2617,6.43,2,18.0,2000,0.0,0.0
2618,7.93,26,24.0,1978,0.0,0.0
2619,6.6,26,23.0,2006,0.0,0.0
2621,6.08,1,59.0,1981,0.0,0.0
2623,7.86,1,102.0,1997,0.0,0.0
2656,7.3,1,80.0,2004,0.0,0.0
2665,7.46,1,100.0,1986,0.0,0.0
2673,7.49,1,115.0,2007,0.0,0.0
2675,7.15,1,97.0,1996,0.0,0.0
2680,7.38,5,3.0,2006,,
2683,7.27,12,24.0,2007,0.0,1.0
2684,6.83,13,25.0,2007,0.0,1.0
2685,8.31,3,30.0,2007,0.0,0.0
2688,6.6,31,24.0,1987,0.0,0.0
2695,6.69,1,119.0,1992,0.0,0.0
2703,6.63,22,23.0,1998,0.0,0.0
2705,6.78,51,25.0,1996,0.0,0.0
2706,6.96,51,25.0,1997,0.0,1.0
2713,6.86,26,10.0,2006,0.0,1.0
2719,5.33,25,25.0,2007,0.0,0.0
2722,6.83,1,131.0,1983,0.0,0.0
2724,7.71,2,5.0,1981,0.0,0.0
2725,6.82,1,27.0,1994,0.0,0.0
2726,6.46,2,47.0,1991,0.0,0.0
2729,6.51,1,2.0,1993,,
2730,4.92,2,28.0,1990,0.0,0.0
2743,7.44,4,4.0,2007,0.0,0.0
2744,7.3,12,24.0,2007,0.0,0.0
2746,6.94,1,110.0,2007,0.0,0.0
2747,7.11,193,26.0,1963,,
2748,7.16,65,25.0,1981,0.0,0.0
2751,6.92,1,107.0,2007,0.0,0.0
2752,7.94,6,23.0,2007,0.0,1.0
2753,7.76,1,90.0,1991,0.0,0.0
2755,5.62,1,113.0,1970,0.0,0.0
2756,7.3,1,85.0,2007,0.0,0.0
2759,8.07,1,100.0,2007,0.0,0.0
2761,7.82,1,98.0,1982,0.0,1.0
2762,7.87,24,23.0,1983,0.0,0.0
2767,5.57,1,27.0,2006,0.0,0.0
2768,7.47,1,5.0,2007,,
2775,5.83,5,29.0,1994,0.0,0.0
2782,5.66,2,27.0,1996,0.0,0.0
2784,6.74,1,23.0,2007,0.0,0.0
2787,7.61,24,24.0,2007,0.0,1.0
2789,6.28,52,22.0,2004,0.0,0.0
2795,6.65,25,25.0,2007,0.0,0.0
2798,7.31,2,30.0,2007,1.0,0.0
2799,7.04,47,25.0,1981,0.0,0.0
2800,7.52,115,25.0,1976,0.0,0.0
2808,7.21,1,30.0,2005,0.0,0.0
2810,7.05,39,25.0,1991,0.0,0.0
2811,6.65,1,60.0,1969,,
2813,7.36,52,23.0,1989,0.0,0.0
2816,7.2,44,24.0,1978,0.0,0.0
2817,7.33,26,24.0,1996,0.0,0.0
2819,6.9,43,24.0,1989,0.0,0.0
2825,7.2,52,25.0,1975,0.0,0.0
2828,7.79,51,24.0,1977,0.0,0.0
2829,7.93,23,23.0,1996,0.0,0.0
2832,6.79,15,1.0,2007,0.0,0.0
2835,7.29,49,24.0,1982,0.0,0.0
2841,6.72,2,30.0,2005,1.0,0.0
2842,6.5,1,20.0,2006,0.0,0.0
2847,7.26,1,90.0,2007,0.0,0.0
2848,7.53,1,141.0,2007,0.0,0.0
2852,6.86,4,28.0,2007,0.0,0.0
2858,6.2,2,30.0,2004,0.0,0.0
2861,6.27,2,30.0,2004,0.0,0.0
2866,6.81,4,26.0,2006,0.0,0.0
2867,6.98,2,30.0,2006,0.0,0.0
2868,6.17,1,30.0,2006,0.0,0.0
2869,6.15,1,35.0,2005,0.0,0.0
2870,6.38,1,30.0,2006,1.0,0.0
2871,6.25,2,29.0,2004,0.0,0.0
2873,6.8,2,30.0,2005,0.0,0.0
2875,6.23,2,30.0,2006,0.0,0.0
2883,6.44,1,33.0,2007,0.0,0.0
2884,6.67,1,88.0,2006,0.0,0.0
2889,7.45,1,92.0,2007,0.0,0.0
2890,7.89,1,101.0,2008,0.0,0.0
2891,6.95,1,30.0,2007,0.0,0.0
2896,6.42,3,29.0,2005,0.0,0.0
2899,7.19,1,23.0,2007,0.0,0.0
2903,7.38,34,24.0,1988,0.0,0.0
2904,8.91,25,24.0,2008,0.0,1.0
2907,7.1,66,25.0,1999,0.0,0.0
2911,6.55,6,5.0,2007,0.0,0.0
2921,8.67,47,24.0,1980,0.0,1.0
2923,7.43,51,24.0,2007,0.0,0.0
2924,7.95,12,24.0,2007,0.0,1.0
2926,7.21,13,25.0,2007,0.0,0.0
2927,7.33,24,24.0,2007,0.0,0.0
2928,6.72,1,24.0,2007,0.0,1.0
2929,7.36,14,25.0,2007,0.0,1.0
2931,7.07,24,24.0,2007,0.0,0.0
2937,7.08,1,17.0,1993,0.0,0.0
2938,6.82,51,22.0,1989,0.0,0.0
2942,7.39,13,23.0,2007,0.0,0.0
2943,6.28,3,30.0,2002,0.0,0.0
2945,6.24,2,30.0,2005,0.0,0.0
2950,7.08,1,87.0,2006,0.0,0.0
2951,8.08,1,32.0,2005,0.0,0.0
2952,7.96,1,126.0,2009,0.0,0.0
2953,6.51,1,2.0,2003,,
2954,7.35,5,2.0,2006,0.0,0.0
2955,6.46,2,26.0,2004,0.0,0.0
2958,6.0,2,26.0,2004,1.0,0.0
2960,6.58,2,30.0,2006,1.0,0.0
2961,7.57,1,20.0,1999,0.0,0.0
2962,7.12,2,32.0,2000,0.0,0.0
2963,7.69,13,24.0,2007,0.0,0.0
2964,6.73,13,26.0,2007,0.0,0.0
2965,6.74,25,23.0,2007,0.0,0.0
2966,8.27,13,24.0,2008,0.0,0.0
2967,5.06,12,5.0,2007,0.0,0.0
2969,7.36,1,104.0,2007,0.0,1.0
2970,6.69,13,25.0,2007,0.0,0.0
2971,7.46,5,25.0,2007,0.0,1.0
2978,7.35,13,24.0,2004,0.0,0.0
2981,5.25,1,47.0,1992,0.0,0.0
2982,6.56,2,30.0,2003,1.0,0.0
2983,5.21,1,45.0,1987,0.0,0.0
2985,7.62,25,23.0,2007,0.0,0.0
2986,7.34,26,24.0,2007,0.0,0.0
2988,6.54,5,30.0,2003,0.0,0.0
2989,6.03,2,30.0,2007,0.0,0.0
2993,6.84,13,25.0,2008,0.0,0.0
2994,7.71,2,112.0,2007,0.0,0.0
3000,7.22,23,24.0,2007,0.0,1.0
3001,7.59,11,23.0,2007,0.0,0.0
3002,8.28,26,23.0,2007,0.0,0.0
3005,6.59,1,51.0,1995,0.0,0.0
3007,6.26,1,30.0,1994,0.0,0.0
3008,6.68,108,22.0,1977,0.0,0.0
3009,7.26,105,23.0,1969,,
3010,7.23,52,24.0,1996,0.0,0.0
3011,6.36,2,37.0,2008,0.0,0.0
3012,6.8,68,25.0,2001,0.0,0.0
3014,7.95,1,59.0,1988,0.0,1.0
3015,6.28,1,59.0,1992,0.0,0.0
3016,8.12,1,90.0,1993,0.0,1.0
3019,6.86,1,92.0,2007,0.0,0.0
3027,7.12,1,64.0,2007,0.0,1.0
3031,6.87,1,40.0,2002,0.0,0.0
3032,6.99,1,50.0,2001,0.0,0.0
3033,7.06,1,30.0,2002,0.0,0.0
3043,6.98,1,68.0,1975,0.0,0.0
3044,7.14,52,24.0,1980,0.0,1.0
3048,6.29,2,30.0,2004,0.0,0.0
3050,6.38,2,30.0,2004,0.0,0.0
3051,7.25,1,70.0,2007,0.0,0.0
3053,6.82,23,23.0,1986,0.0,0.0
3057,6.56,6,2.0,2005,0.0,0.0
3058,6.45,3,26.0,2003,0.0,0.0
3060,5.97,4,30.0,1983,0.0,0.0
3076,7.36,3,16.0,1995,0.0,0.0
3077,6.69,103,10.0,1989,0.0,1.0
3079,6.96,38,24.0,1985,0.0,0.0
3080,6.05,1,2.0,2002,0.0,0.0
3081,6.57,58,23.0,1984,0.0,0.0
3085,6.63,3,30.0,2007,0.0,0.0
3086,6.85,3,26.0,2007,0.0,0.0
3087,7.21,1,26.0,2009,0.0,0.0
3089,7.3,1,122.0,2008,0.0,0.0
3090,7.6,2,24.0,2007,0.0,1.0
3092,7.65,12,24.0,2008,0.0,0.0
3101,6.42,51,23.0,2003,0.0,0.0
3102,7.18,2,30.0,2007,0.0,0.0
3107,6.09,2,30.0,2003,1.0,0.0
3121,7.09,3,24.0,2007,0.0,0.0
3125,7.17,34,24.0,1982,0.0,0.0
3127,5.65,1,45.0,1986,0.0,0.0
3135,6.08,1,42.0,1988,0.0,0.0
3165,7.54,2,24.0,2007,0.0,1.0
3166,6.36,12,23.0,2007,0.0,0.0
3167,8.08,6,18.0,2008,0.0,0.0
3174,6.95,2,24.0,2007,0.0,0.0
3199,7.39,39,23.0,1994,0.0,0.0
3218,7.09,2,30.0,1999,0.0,0.0
3219,7.11,1,24.0,2007,0.0,0.0
3220,7.13,1,89.0,1973,0.0,0.0
3221,7.14,1,5.0,2007,0.0,0.0
3222,7.11,1,95.0,2007,0.0,1.0
3223,7.13,1,90.0,2007,0.0,1.0
3225,7.35,13,24.0,2008,0.0,1.0
3226,8.24,26,24.0,2008,0.0,1.0
3228,7.93,13,25.0,2008,0.0,1.0
3229,7.18,13,25.0,2008,0.0,0.0
3230,7.19,12,25.0,2008,0.0,0.0
3231,7.16,13,25.0,2008,0.0,1.0
3234,6.33,1,25.0,2007,0.0,0.0
3239,6.28,38,26.0,1984,1.0,0.0
3250,5.84,2,26.0,2005,0.0,0.0
3256,7.28,12,25.0,2007,0.0,1.0
3258,5.91,1,67.0,1987,0.0,0.0
3265,6.59,3,11.0,2002,0.0,0.0
3266,6.95,1,15.0,2003,0.0,0.0
3268,7.39,3,28.0,2008,0.0,0.0
3269,7.14,1,93.0,2008,0.0,1.0
3270,7.12,13,23.0,2005,0.0,0.0
3272,7.22,137,24.0,1983,0.0,0.0
3286,6.71,2,25.0,2006,0.0,0.0
3287,1.85,1,19.0,2004,0.0,0.0
3288,6.63,15,7.0,2001,0.0,0.0
3297,8.53,13,24.0,2008,0.0,1.0
3298,7.16,10,24.0,2008,0.0,0.0
3299,7.06,12,24.0,2008,0.0,0.0
3302,6.52,3,35.0,2007,1.0,0.0
3307,6.09,2,30.0,2005,0.0,0.0
3312,7.0,74,25.0,1997,0.0,0.0
3318,6.95,4,29.0,2007,0.0,0.0
3322,7.22,24,24.0,2008,0.0,0.0
3323,6.34,1,58.0,2008,0.0,1.0
3324,6.31,3,20.0,2004,0.0,0.0
3326,6.71,1,21.0,2007,0.0,0.0
3327,7.12,26,25.0,1984,0.0,0.0
3328,5.62,1,25.0,2008,0.0,0.0
3332,7.0,35,24.0,1983,0.0,0.0
3335,7.16,42,24.0,1978,0.0,0.0
3342,7.32,6,45.0,2008,0.0,0.0
3349,6.88,24,25.0,2009,0.0,1.0
3352,7.38,1,24.0,2008,0.0,0.0
3354,7.05,2,23.0,2008,0.0,1.0
3358,7.38,12,25.0,2008,0.0,0.0
3359,6.92,13,23.0,2008,0.0,0.0
3363,7.13,26,22.0,2008,0.0,0.0
3366,6.58,26,23.0,2008,0.0,1.0
3369,7.52,20,23.0,2000,0.0,0.0
3371,8.15,24,26.0,1998,0.0,0.0
3375,6.7,2,29.0,2008,0.0,0.0
3389,6.54,3,23.0,2008,0.0,0.0
3392,7.47,1,29.0,2007,0.0,1.0
3401,6.39,3,4.0,2006,0.0,0.0
3403,6.32,2,30.0,2005,1.0,0.0
3407,6.94,24,23.0,2008,0.0,0.0
3417,6.4,4,26.0,2007,0.0,0.0
3419,6.94,2,23.0,2007,0.0,1.0
3420,7.49,12,24.0,2008,0.0,0.0
3421,7.12,1,30.0,1995,0.0,0.0
3422,5.93,2,30.0,2006,0.0,0.0
3429,5.36,1,4.0,2003,0.0,0.0
3430,5.49,2,4.0,2007,0.0,0.0
3446,7.05,1,97.0,2008,0.0,1.0
3447,6.96,1,4.0,2007,0.0,0.0
3448,6.32,4,45.0,1990,0.0,0.0
3449,7.49,4,29.0,2005,0.0,0.0
3455,7.07,26,24.0,2008,0.0,0.0
3456,6.85,1,13.0,2007,0.0,1.0
3457,7.03,13,24.0,2008,0.0,0.0
3464,6.59,12,24.0,2008,0.0,0.0
3466,7.6,1,14.0,2005,0.0,0.0
3467,7.24,12,25.0,2008,0.0,0.0
3468,7.37,7,1.0,2004,0.0,0.0
3469,7.34,6,2.0,2004,0.0,0.0
3470,7.56,24,24.0,2008,0.0,0.0
3475,6.21,1,8.0,1987,0.0,0.0
3478,6.7,2,30.0,2006,0.0,0.0
3479,6.87,4,30.0,2007,1.0,0.0
3485,7.2,26,1.0,2004,0.0,0.0
3488,6.47,1,106.0,1987,0.0,0.0
3493,6.97,21,10.0,2007,0.0,1.0
3501,6.85,13,20.0,2008,0.0,1.0
3503,6.46,12,24.0,2008,0.0,0.0
3508,7.21,7,14.0,2007,0.0,0.0
3515,7.59,6,25.0,2008,0.0,1.0
3537,6.66,2,27.0,2006,0.0,0.0
3545,7.76,373,25.0,1996,0.0,0.0
3549,7.35,26,24.0,2008,0.0,0.0
3559,7.42,12,27.0,2006,0.0,0.0
3572,7.92,25,24.0,2008,0.0,1.0
3574,6.94,2,30.0,2008,0.0,0.0
3576,6.14,49,25.0,2007,0.0,0.0
3577,7.28,26,24.0,2008,0.0,0.0
3579,6.79,51,25.0,1974,0.0,0.0
3588,7.88,51,24.0,2008,0.0,0.0
3593,7.22,3,29.0,2009,0.0,0.0
3594,7.2,26,24.0,2009,0.0,0.0
3603,7.71,1,90.0,2007,0.0,0.0
3604,7.84,13,24.0,2008,0.0,1.0
3613,7.48,12,23.0,2008,0.0,0.0
3614,7.09,13,23.0,2008,0.0,0.0
3615,6.85,13,24.0,2008,0.0,0.0
3616,7.03,12,25.0,2008,0.0,0.0
3618,6.76,4,5.0,2007,0.0,0.0
3622,6.51,4,30.0,2007,0.0,0.0
3625,5.57,1,59.0,1987,0.0,0.0
3626,7.46,4,60.0,1996,0.0,0.0
3627,7.23,13,24.0,2008,0.0,1.0
3636,6.73,2,30.0,2007,1.0,0.0
3641,6.58,3,28.0,2008,0.0,0.0
3642,6.07,4,2.0,2008,,
3652,7.44,5,30.0,2009,0.0,1.0
3653,6.95,24,23.0,2008,0.0,0.0
3654,6.97,12,24.0,2008,0.0,0.0
3655,7.29,26,24.0,2008,0.0,0.0
3656,6.99,24,24.0,2008,0.0,0.0
3667,7.0,12,24.0,2008,0.0,0.0
3668,6.64,26,24.0,2008,0.0,0.0
3670,7.1,25,23.0,1983,0.0,0.0
3673,7.57,22,22.0,2008,0.0,0.0
3674,7.44,1,61.0,2008,0.0,0.0
3679,6.67,3,30.0,2008,0.0,0.0
3680,6.22,2,30.0,2008,0.0,0.0
3686,6.68,2,24.0,2007,0.0,0.0
3692,7.12,48,24.0,2008,0.0,1.0
3701,8.17,12,24.0,2008,0.0,0.0
3702,8.14,12,13.0,2008,0.0,0.0
3707,6.63,4,30.0,2007,0.0,0.0
3710,6.9,11,25.0,2008,0.0,0.0
3711,5.75,2,26.0,2007,0.0,0.0
3712,7.4,12,24.0,2008,0.0,1.0
3713,7.65,26,24.0,2008,0.0,1.0
3727,7.1,1,92.0,1980,0.0,0.0
3728,5.91,2,30.0,2005,0.0,0.0
3731,7.53,25,24.0,2008,0.0,0.0
3737,6.96,13,1.0,2006,,
3738,7.11,13,1.0,2007,0.0,1.0
3745,6.94,1,93.0,1994,0.0,1.0
3747,6.35,2,29.0,2006,1.0,0.0
3750,7.82,13,25.0,2009,0.0,1.0
3759,5.91,1,19.0,2008,0.0,0.0
3771,6.99,5,29.0,2005,0.0,0.0
3782,7.84,1,61.0,2007,0.0,1.0
3783,8.07,1,59.0,2008,0.0,1.0
3784,8.35,1,112.0,2009,0.0,1.0
3785,7.59,1,96.0,2012,0.0,1.0
3791,7.31,1,24.0,2007,0.0,0.0
3829,6.82,1,88.0,1995,0.0,0.0
3840,6.16,12,24.0,2008,0.0,0.0
3841,7.7,104,3.0,2008,0.0,0.0
3848,7.51,1,113.0,2008,0.0,0.0
3859,7.32,26,22.0,2008,0.0,0.0
3861,7.29,5,35.0,2002,0.0,0.0
3887,7.27,1,24.0,2008,0.0,0.0
3888,6.6,2,27.0,2006,1.0,0.0
3889,5.98,1,45.0,1987,0.0,0.0
3896,6.08,3,10.0,2005,0.0,0.0
3901,8.15,3,29.0,2008,0.0,1.0
3907,7.94,52,25.0,1994,0.0,0.0
3916,6.29,2,30.0,2007,0.0,0.0
3918,7.31,3,30.0,2007,0.0,1.0
3919,6.82,2,28.0,2007,1.0,0.0
3927,8.11,25,24.0,2008,0.0,1.0
3931,7.65,1,80.0,2007,0.0,1.0
3939,7.11,4,29.0,2008,0.0,0.0
3940,6.64,2,29.0,2007,0.0,0.0
3941,6.85,2,30.0,2007,0.0,0.0
3944,6.64,2,26.0,2007,0.0,0.0
3948,6.66,3,8.0,2004,0.0,0.0
3954,6.73,1,4.0,2007,0.0,0.0
3956,7.21,3,6.0,2008,0.0,1.0
3958,7.32,13,23.0,2008,0.0,0.0
3962,6.15,13,5.0,2008,0.0,0.0
3965,7.39,1,15.0,2008,0.0,0.0
3974,7.46,13,24.0,2008,0.0,0.0
3992,6.8,6,30.0,2006,0.0,0.0
3995,6.41,2,30.0,2007,1.0,0.0
3999,6.56,4,30.0,2007,1.0,0.0
4003,6.14,4,40.0,1985,0.0,0.0
4004,6.33,2,30.0,2006,0.0,0.0
4010,6.77,2,27.0,2008,0.0,0.0
4012,5.83,1,3.0,2005,,
4015,7.32,2,25.0,2008,0.0,1.0
4021,7.06,12,22.0,2008,0.0,0.0
4026,6.93,1,96.0,2008,0.0,0.0
4027,6.5,4,30.0,2007,0.0,1.0
4028,7.29,13,23.0,2008,0.0,1.0
4033,6.21,1,17.0,2008,0.0,0.0
4037,7.44,1,27.0,1998,0.0,0.0
4038,7.34,51,24.0,2008,0.0,0.0
4039,7.54,50,24.0,2008,0.0,1.0
4052,6.65,39,20.0,2000,0.0,1.0
4053,8.01,7,23.0,2008,0.0,1.0
4057,6.35,2,30.0,2008,1.0,1.0
4059,8.0,1,25.0,2008,0.0,0.0
4063,7.13,12,23.0,2008,0.0,0.0
4066,6.84,26,24.0,2008,0.0,0.0
4078,6.95,1,5.0,2008,0.0,0.0
4080,7.81,39,24.0,2008,0.0,1.0
4081,8.33,13,24.0,2008,0.0,0.0
4082,7.01,1,23.0,2008,0.0,1.0
4095,6.25,1,19.0,1991,,
4106,7.97,1,90.0,2010,0.0,0.0
4107,8.17,1,112.0,2008,0.0,0.0
4130,5.64,24,3.0,2007,0.0,0.0
4134,7.15,1,8.0,2008,0.0,0.0
4136,6.74,22,11.0,2008,0.0,0.0
4151,6.82,13,24.0,2008,0.0,0.0
4155,8.17,1,115.0,2009,0.0,1.0
4156,7.07,1,4.0,2005,0.0,0.0
4163,7.88,2,30.0,2008,0.0,1.0
4166,6.88,2,29.0,2008,0.0,1.0
4177,7.69,26,24.0,2008,0.0,0.0
4181,8.96,24,24.0,2008,0.0,1.0
4182,7.57,1,23.0,2008,0.0,0.0
4186,7.35,24,24.0,2009,0.0,1.0
4188,7.46,3,30.0,2008,0.0,0.0
4189,7.4,26,25.0,2009,0.0,0.0
4192,7.73,25,24.0,2009,0.0,1.0
4195,7.11,3,23.0,2009,0.0,1.0
4196,6.78,12,24.0,2008,0.0,1.0
4197,6.56,51,20.0,2008,0.0,1.0
4200,7.11,10,25.0,1987,0.0,1.0
4205,6.97,1,24.0,2008,0.0,0.0
4209,6.48,12,24.0,2008,0.0,1.0
4214,6.98,13,24.0,2008,0.0,1.0
4224,8.24,25,24.0,2008,0.0,0.0
4232,6.74,3,30.0,2008,0.0,1.0
4246,7.16,1,115.0,2009,0.0,0.0
4262,6.76,12,25.0,2008,0.0,0.0
4264,5.93,12,24.0,2008,0.0,0.0
4280,7.9,1,46.0,2008,0.0,1.0
4282,8.56,1,114.0,2008,0.0,1.0
4312,7.4,1,57.0,2008,0.0,1.0
4320,6.62,1,79.0,2008,0.0,0.0
4334,6.84,26,24.0,2010,0.0,0.0
4342,6.57,2,27.0,2008,0.0,0.0
4353,6.71,12,1.0,2006,0.0,0.0
4358,7.1,2,30.0,2008,1.0,0.0
4360,6.87,4,30.0,2008,0.0,0.0
4361,6.5,6,1.0,2005,0.0,0.0
4362,6.68,13,1.0,2008,0.0,1.0
4365,6.12,1,27.0,2006,0.0,0.0
4382,7.23,14,24.0,2009,0.0,1.0
4399,6.72,3,30.0,2006,1.0,0.0
4415,6.98,13,25.0,2008,0.0,0.0
4443,6.19,52,21.0,2004,0.0,1.0
4447,7.82,1,116.0,2008,0.0,0.0
4450,6.55,11,3.0,2004,0.0,0.0
4454,7.72,1,27.0,2007,0.0,0.0
4460,5.78,1,6.0,2001,0.0,0.0
4469,6.44,1,6.0,2008,0.0,0.0
4472,7.82,1,42.0,2008,0.0,0.0
4473,6.71,3,25.0,2008,1.0,0.0
4477,8.17,11,23.0,2008,0.0,1.0
4483,7.29,12,23.0,2008,0.0,0.0
4491,6.17,2,24.0,2007,0.0,0.0
4502,7.24,3,30.0,2008,0.0,1.0
4503,6.58,23,23.0,1984,0.0,0.0
4508,6.62,2,7.0,2005,0.0,0.0
4513,6.15,1,78.0,1958,,
4535,6.87,7,15.0,2008,0.0,1.0
4548,6.84,12,24.0,2008,0.0,0.0
4549,7.14,13,24.0,2008,0.0,0.0
4550,7.26,13,24.0,2008,0.0,0.0
4551,7.28,12,25.0,2008,0.0,0.0
4565,8.57,1,125.0,2009,0.0,1.0
4581,7.24,13,24.0,2008,0.0,0.0
4590,6.75,2,30.0,2007,0.0,0.0
4591,6.3,20,12.0,1998,0.0,0.0
4596,7.62,1,117.0,2008,0.0,0.0
4600,6.82,4,30.0,2007,0.0,0.0
4607,6.67,2,30.0,2007,0.0,0.0
4618,7.29,12,24.0,2009,0.0,0.0
4639,7.28,6,30.0,1989,0.0,0.0
4646,6.93,4,30.0,2008,0.0,1.0
4650,6.94,1,1.0,2006,0.0,0.0
4654,7.44,24,23.0,2008,0.0,0.0
4657,6.75,26,25.0,2009,0.0,0.0
4662,7.04,13,25.0,2008,0.0,1.0
4664,7.25,1,25.0,1997,0.0,0.0
4690,7.17,50,24.0,1979,0.0,0.0
4698,6.55,2,30.0,2006,1.0,0.0
4701,6.17,3,24.0,2007,0.0,0.0
4703,7.22,1,75.0,2008,0.0,0.0
4705,7.13,8,3.0,2008,,
4712,6.59,1,23.0,2007,0.0,0.0
4713,6.08,1,84.0,2011,0.0,0.0
4714,6.37,2,30.0,1994,0.0,0.0
4715,7.36,1,24.0,2008,0.0,1.0
4718,5.67,1,10.0,1998,0.0,0.0
4719,6.18,12,24.0,2009,0.0,0.0
4720,6.55,13,25.0,2009,0.0,0.0
4722,8.13,25,24.0,2008,0.0,0.0
4725,7.64,12,23.0,2008,0.0,0.0
4726,7.24,12,24.0,2009,0.0,1.0
4730,5.68,1,24.0,2007,1.0,0.0
4744,6.47,12,25.0,2008,0.0,0.0
4752,7.22,13,24.0,2008,0.0,1.0
4760,6.44,12,2.0,2008,0.0,0.0
4763,7.09,2,30.0,2008,1.0,0.0
4765,7.01,2,23.0,2008,0.0,1.0
4772,8.02,1,24.0,2008,0.0,0.0
4786,6.92,1,86.0,2008,0.0,0.0
4789,8.04,12,24.0,2008,0.0,1.0
4792,6.54,1,23.0,1999,0.0,0.0
4793,6.69,1,22.0,2000,0.0,0.0
4794,6.5,1,23.0,2001,0.0,0.0
4795,6.51,1,22.0,2002,0.0,0.0
4798,7.14,1,24.0,2008,0.0,0.0
4804,6.75,2,30.0,2009,0.0,1.0
4811,7.7,2,27.0,2009,0.0,1.0
4814,7.85,12,24.0,2008,0.0,1.0
4835,7.52,1,94.0,2008,0.0,0.0
4851,7.03,1,92.0,2006,0.0,0.0
4866,4.46,1,35.0,2008,0.0,1.0
4872,7.85,3,25.0,2008,0.0,1.0
4874,6.52,2,9.0,1998,0.0,0.0
4876,6.89,1,110.0,1992,0.0,0.0
4879,7.19,13,23.0,2008,0.0,0.0
4884,7.32,26,24.0,2008,0.0,0.0
4886,7.74,1,29.0,2008,0.0,0.0
4896,7.13,26,23.0,2009,0.0,0.0
4898,7.75,24,24.0,2008,0.0,0.0
4901,8.05,5,33.0,2010,0.0,1.0
4903,7.23,13,23.0,2008,0.0,0.0
4910,6.42,1,21.0,2006,0.0,0.0
4918,8.08,2,26.0,2009,0.0,1.0
4936,6.81,694,10.0,1981,0.0,0.0
4938,8.13,2,29.0,2009,0.0,1.0
4981,7.53,24,24.0,2008,0.0,0.0
4983,6.93,1,117.0,2008,0.0,0.0
4985,7.9,1,130.0,2010,0.0,0.0
4997,6.99,1,24.0,2002,0.0,0.0
4999,6.78,12,24.0,2009,0.0,0.0
5005,7.81,26,13.0,2008,0.0,0.0
5019,7.06,1,91.0,2008,0.0,0.0
5020,4.66,5,30.0,2008,0.0,0.0
5025,5.24,1,45.0,1994,0.0,0.0
5027,6.04,25,25.0,2008,0.0,0.0
5028,8.45,25,24.0,2009,0.0,1.0
