Id,Score,Episodes,Min_Duration,Year
7662,7.35,13,24.0,2010
7669,6.91,1,15.0,2009
7674,8.23,25,24.0,2010
7695,6.89,1,96.0,2010
7705,6.14,26,11.0,2010
7708,6.54,4,30.0,2010
7711,7.94,1,94.0,2010
7712,6.37,2,30.0,2010
7720,8.04,13,24.0,2010
7724,7.79,22,22.0,2010
7728,6.96,1,3.0,2000
7730,6.77,6,17.0,2009
7739,6.06,1,23.0,2010
7740,6.18,6,3.0,2009
7744,6.56,6,6.0,2009
7745,7.22,1,25.0,2010
7748,7.26,1,22.0,2010
7762,7.6,4,21.0,2010
7768,6.94,12,24.0,2010
7769,7.22,12,24.0,2010
7770,6.11,25,4.0,2009
7774,6.7,1,25.0,2010
7782,5.43,1,11.0,2009
7817,6.94,12,24.0,2010
7857,6.77,7,6.0,2009
7858,7.43,1,24.0,2010
7870,7.33,6,4.0,2010
7875,6.52,2,3.0,2009
7882,4.63,1,20.0,2008
7897,4.43,1,49.0,2010
7902,7.51,16,2.0,2009
7969,6.6,2,30.0,2010
7972,7.37,1,13.0,2010
8022,7.28,25,3.0,2010
8023,6.87,2,8.0,2010
8026,6.37,1,35.0,2010
8038,7.83,1,25.0,2010
8039,7.01,2,30.0,2010
8057,7.02,12,25.0,2010
8062,6.7,1,4.0,2010
8063,7.96,2,21.0,2011
8068,7.13,1,17.0,2010
8074,7.15,12,24.0,2010
8078,6.84,2,29.0,2010
8086,7.6,24,24.0,2010
8097,6.98,1,92.0,2010
8098,7.39,1,90.0,2010
8100,7.48,1,70.0,2010
8101,6.53,2,26.0,2010
8110,7.07,2,29.0,2010
8111,6.32,2,30.0,2010
8115,7.35,1,136.0,2010
8129,8.13,11,22.0,2010
8133,7.13,1,70.0,2010
8142,7.83,1,127.0,2010
8171,7.16,1,29.0,2010
8187,6.66,1,2.0,2009
8190,7.59,1,11.0,2010
8197,7.55,2,24.0,2010
8206,7.0,51,24.0,2010
8211,6.55,1,24.0,2010
8217,7.38,52,24.0,2010
8230,6.66,1,3.0,2010
8234,7.06,65,25.0,1969
8241,5.89,13,23.0,2011
8245,6.56,1,76.0,2010
8246,7.42,1,85.0,2010
8247,7.61,1,94.0,2010
8277,6.83,12,24.0,2010
8278,6.19,1,82.0,2006
8291,7.15,2,29.0,2010
8292,6.29,1,31.0,2010
8293,6.71,3,28.0,2010
8302,6.39,6,3.0,2010
8310,7.81,12,24.0,2010
8311,7.78,25,20.0,2010
8317,7.45,1,56.0,2008
8337,6.0,1,24.0,2010
8339,6.19,1,30.0,2010
8348,6.94,7,5.0,2010
8358,6.89,1,93.0,1993
8359,7.12,1,97.0,1996
8362,7.17,1,88.0,2000
8394,6.89,26,24.0,1968
8407,7.55,12,23.0,2010
8408,7.9,2,23.0,2010
8410,6.78,51,25.0,2010
8422,6.81,1,3.0,2008
8424,7.12,12,23.0,2010
8425,8.1,24,24.0,2011
8426,7.74,11,23.0,2011
8438,6.44,2,5.0,2010
8440,6.83,7,3.0,2009
8449,6.28,12,24.0,2010
8456,6.58,6,29.0,2010
8457,7.41,3,28.0,2010
8460,7.27,1,8.0,2010
8465,6.74,6,3.0,2010
8475,7.06,1,75.0,2012
8476,7.47,13,24.0,2010
8479,7.57,48,5.0,2010
8481,7.34,3,24.0,2010
8487,6.52,1,98.0,2011
8490,5.78,1,7.0,2000
8491,6.05,1,7.0,2006
8525,7.73,12,23.0,2010
8532,7.58,1,26.0,2010
8536,6.73,12,24.0,2010
8557,7.46,12,24.0,2010
8599,6.72,6,3.0,2010
8609,7.78,1,24.0,2010
8619,5.83,1,3.0,2010
8624,6.73,30,25.0,2010
8630,6.88,12,24.0,2011
8634,7.11,2,29.0,2010
8635,6.59,1,22.0,2010
8648,6.65,6,4.0,2010
8653,6.32,3,30.0,2010
8654,5.77,3,29.0,2010
8655,6.41,2,30.0,2010
8666,7.06,3,27.0,2010
8668,5.97,16,2.0,2010
8675,7.6,13,24.0,2010
8676,7.36,25,24.0,2010
8687,7.52,1000,25.0,2005
8705,6.59,9,6.0,2009
8726,7.44,12,24.0,2010
8728,6.89,1,27.0,2010
8740,8.0,1,18.0,2010
8754,6.58,2,3.0,2009
8756,7.34,5,90.0,1998
8768,7.33,1,22.0,2010
8769,7.1,12,24.0,2010
8792,6.2,1,1.0,2010
8795,7.73,13,23.0,2010
8800,6.87,3,23.0,2010
8837,6.37,1,3.0,2009
8841,7.43,12,24.0,2011
8857,7.4,1,22.0,2011
8861,6.26,12,25.0,2010
8876,6.94,2,30.0,2010
8888,7.41,1,51.0,2012
8894,7.15,1,7.0,2010
8908,6.76,1,4.0,2008
8909,7.08,4,6.0,2010
8915,7.26,12,25.0,2011
8917,7.17,26,24.0,2012
8918,6.72,2,27.0,2010
8934,7.23,25,25.0,2010
8985,6.31,3,7.0,2010
8986,7.03,22,24.0,2011
9000,7.66,1,99.0,2011
9001,6.57,1,11.0,2010
9002,6.18,1,8.0,2010
9005,6.77,2,28.0,2010
9008,6.3,3,21.0,2010
9009,6.31,2,30.0,2010
9014,6.12,2,22.0,2010
9023,7.39,3,3.0,2010
9032,7.32,1,90.0,2010
9040,6.66,3,15.0,2010
9041,6.75,12,24.0,2011
9047,7.48,1,34.0,2010
9055,7.15,4,18.0,2010
9056,4.21,1,3.0,2006
9062,7.62,2,27.0,2010
9063,6.81,1,4.0,2010
9065,7.62,10,24.0,2010
9074,7.75,13,23.0,2010
9088,7.84,3,30.0,2011
9107,6.4,84,22.0,2010
9117,7.26,6,5.0,2011
9120,7.3,1,30.0,2010
9124,7.41,1,24.0,2010
9130,8.11,13,24.0,2011
9135,7.32,1,110.0,2011
9136,7.48,6,25.0,2010
9159,7.08,3,22.0,2010
9170,5.48,1,2.0,2004
9181,7.34,12,24.0,2010
9201,7.62,3,28.0,2010
9202,6.42,1,23.0,2010
9203,6.51,9,3.0,2010
9204,8.02,1,90.0,2010
9205,5.85,4,4.0,2010
9213,7.34,1,28.0,2009
9220,6.55,4,4.0,2010
9232,5.97,1,45.0,2010
9241,7.25,26,23.0,2010
9252,7.81,1,47.0,2010
9253,9.11,24,24.0,2011
9260,8.4,1,64.0,2016
9288,7.59,1,73.0,2010
9289,7.95,26,24.0,2011
9308,6.71,2,30.0,2010
9309,6.43,2,30.0,2010
9310,6.49,2,30.0,2010
9311,7.04,2,30.0,2010
9312,6.23,2,26.0,2010
9314,6.96,11,23.0,2011
9322,7.29,4,16.0,2010
9328,6.41,1,30.0,2010
9330,6.7,12,23.0,2011
9331,6.95,13,24.0,2011
9332,7.18,3,26.0,2011
9333,6.4,1,25.0,2010
9335,6.68,4,14.0,2010
9347,6.91,1,24.0,2011
9353,6.69,1,22.0,2010
9355,7.23,1,28.0,2010
9379,7.18,12,24.0,2011
9396,7.57,1,23.0,2011
9435,6.94,2,28.0,2010
9442,6.72,3,15.0,2010
9465,7.87,1,49.0,2010
9467,6.33,3,30.0,2010
9471,7.62,2,29.0,2011
9479,6.48,13,24.0,2013
9487,6.07,2,14.0,2010
9488,7.25,1,75.0,2019
9493,6.53,12,24.0,2011
9510,7.71,8,24.0,2011
9513,7.91,60,24.0,2011
9515,6.64,1,16.0,2011
9544,7.21,1,97.0,2012
9545,6.44,3,30.0,2010
9563,7.83,2,24.0,2010
9581,6.64,9,1.0,2010
9587,6.15,12,23.0,2011
9588,6.31,1,30.0,2010
9591,5.92,9,1.0,2008
9598,6.26,11,4.0,2010
9608,5.85,1,6.0,2010
9611,7.35,3,28.0,2011
9617,8.33,1,110.0,2011
9618,6.79,1,28.0,2011
9624,6.7,12,13.0,2011
9630,6.79,7,4.0,2010
9638,6.36,1,24.0,2011
9645,7.5,7,50.0,1990
9656,8.01,12,23.0,2011
9673,6.9,25,3.0,2010
9675,6.91,1,1.0,2010
9690,6.55,1,23.0,2010
9693,6.92,10,24.0,2011
9706,6.56,1,13.0,2010
9712,6.99,12,23.0,2011
9716,6.79,1,25.0,1997
9721,6.43,1,22.0,2010
9723,7.13,1,24.0,2010
9724,7.84,1,47.0,2011
9731,6.37,2,24.0,2010
9734,7.84,1,23.0,2011
9735,8.27,1,11.0,2010
9736,6.59,12,23.0,2011
9737,6.36,13,22.0,2011
9741,5.6,1,24.0,2011
9744,4.78,1,35.0,2010
9745,7.61,1,93.0,2011
9750,6.6,12,25.0,2011
9751,7.61,1,97.0,2012
9754,6.58,4,5.0,2011
9756,8.38,12,24.0,2011
9760,7.58,1,116.0,2011
9761,6.52,2,43.0,2012
9774,6.59,1,23.0,2011
9776,6.96,12,24.0,2011
9778,6.31,2,29.0,2011
9782,6.16,1,24.0,2011
9793,7.31,2,33.0,2011
9798,6.93,1,12.0,2010
9834,7.45,13,24.0,2011
9839,7.44,1,47.0,2007
9849,6.41,1,20.0,2010
9863,8.25,77,24.0,2011
9865,7.24,1,10.0,2010
9874,7.13,3,22.0,2008
9875,6.71,1,10.0,2010
9883,6.7,86,24.0,1988
9888,7.3,2,4.0,2011
9890,8.21,1,24.0,2010
9893,7.27,48,24.0,2011
9904,6.19,2,29.0,2011
9907,7.09,1,5.0,2010
9911,6.15,4,6.0,2011
9919,7.59,25,24.0,2011
9922,6.7,12,24.0,2011
9924,6.5,1,29.0,2011
9925,7.24,1,24.0,2011
9926,7.79,12,23.0,2011
9930,7.73,1,6.0,2010
9934,6.64,12,23.0,2011
9935,6.21,13,14.0,2011
9936,6.41,12,25.0,2011
9938,7.44,12,23.0,2011
9941,7.94,25,24.0,2011
9958,7.17,1,69.0,2011
9963,8.03,1,109.0,2011
9968,6.55,2,30.0,2011
9969,9.08,51,24.0,2011
9970,6.6,2,30.0,2011
9979,7.47,1,71.0,2011
9981,7.2,25,25.0,2011
9982,7.52,5,27.0,2011
9988,6.85,3,25.0,2012
9989,8.42,11,22.0,2011
9996,7.99,39,25.0,2011
9999,7.07,1,30.0,2011
10003,5.01,15,2.0,2008
10012,7.89,12,14.0,2011
10014,6.93,13,25.0,2011
10015,6.34,73,24.0,2011
10016,6.59,1,24.0,2011
10017,6.68,1,30.0,2010
10020,7.42,4,28.0,2011
10029,7.85,1,95.0,2011
10030,8.4,25,24.0,2011
10033,7.56,147,23.0,2011
10048,7.02,1,98.0,2008
10049,8.0,24,23.0,2011
10050,7.32,1,38.0,2010
10067,7.49,1,2.0,2010
10073,6.39,12,24.0,2011
10074,6.73,1,40.0,2011
10075,7.4,1,6.0,2011
10076,6.5,2,23.0,2011
10079,6.78,12,25.0,2011
10080,7.94,12,23.0,2011
10083,7.81,2,23.0,2011
10087,8.34,13,28.0,2011
10090,7.76,1,108.0,2011
10092,7.71,1,52.0,2011
10098,6.84,8,1.0,2010
10106,7.17,3,20.0,2011
10108,6.84,16,13.0,2010
10109,6.52,12,24.0,2011
10110,7.31,13,24.0,2011
10119,7.79,8,26.0,2011
10122,6.91,1,8.0,2010
10163,7.25,11,22.0,2011
10165,8.48,26,23.0,2011
10172,6.61,6,3.0,2011
10177,6.16,12,3.0,2011
10178,7.41,4,25.0,2011
10180,6.31,2,15.0,2010
10187,6.55,13,12.0,2011
10189,7.2,1,25.0,1998
10191,6.91,6,23.0,2011
10196,6.45,1,30.0,2011
10197,6.68,12,4.0,2011
10209,7.42,2,25.0,2011
10213,6.77,12,23.0,2011
10216,7.54,13,12.0,2011
10217,6.05,12,24.0,2011
10218,7.76,1,76.0,2012
10219,6.31,1,23.0,2011
10232,7.31,12,24.0,2011
10258,5.57,2,8.0,2012
10259,7.58,1,105.0,2016
10260,6.56,2,43.0,2011
10271,8.25,26,24.0,2011
10278,7.63,25,24.0,2011
10280,6.97,1,3.0,2010
10294,7.37,1,48.0,2011
10297,6.72,1,27.0,2011
10298,7.35,1,12.0,2010
10301,6.1,1,23.0,2011
10302,6.98,2,24.0,2011
10308,6.59,13,23.0,2011
10321,7.1,13,25.0,2011
10325,5.93,2,30.0,2011
10327,6.14,2,19.0,2011
10330,6.15,46,24.0,2011
10334,7.22,1,47.0,1997
10336,7.09,21,24.0,2011
10338,6.55,22,5.0,2011
10348,6.8,13,2.0,2011
10350,7.65,6,23.0,2011
10351,6.91,1,7.0,1995
10357,7.78,12,23.0,2012
10370,6.8,52,24.0,2011
10372,7.04,13,24.0,2011
10378,7.51,12,24.0,2011
10384,6.57,10,7.0,2009
10389,7.63,1,120.0,2012
10390,6.41,3,3.0,2011
10392,6.32,1,25.0,2011
10396,7.28,12,24.0,2011
10397,7.11,12,24.0,2011
10408,8.38,1,45.0,2011
10417,5.45,1,70.0,2012
10418,6.98,1,27.0,2011
10419,7.12,2,28.0,2011
10420,6.53,2,17.0,2011
10421,6.41,1,23.0,2011
10431,6.82,1,3.0,2010
10444,7.16,24,25.0,2011
10445,7.39,1,4.0,2011
10447,7.14,26,24.0,2012
10448,7.19,1,10.0,2011
10456,7.1,13,24.0,2011
10457,6.65,2,29.0,2011
10458,6.88,2,30.0,2011
10460,7.7,13,24.0,2011
10464,7.38,10,24.0,2012
10465,6.22,12,24.0,2011
10469,7.51,1,24.0,2012
10470,6.69,1,12.0,2009
10477,6.19,1,5.0,2011
10479,7.37,16,2.0,2011
10483,7.27,1,26.0,2011
10488,6.88,2,17.0,2011
10490,6.56,12,23.0,2011
10491,6.54,4,29.0,2011
10495,7.6,12,23.0,2011
10497,7.53,4,5.0,2011
10500,7.57,1,24.0,2011
10501,6.01,1,24.0,2011
10502,6.78,1,23.0,2011
10504,7.07,1,13.0,2011
10507,6.98,47,24.0,2011
10521,7.87,13,24.0,2011
10531,7.35,1,25.0,2011
10532,6.79,2,2.0,2011
10534,7.91,1,108.0,2011
10536,7.32,3,5.0,2011
10546,6.61,4,30.0,2011
10547,6.43,1,24.0,2011
10553,6.21,1,20.0,2011
10568,7.54,12,26.0,2011
10570,6.15,3,19.0,2011
10572,6.84,12,24.0,2011
10573,7.54,4,22.0,2011
10578,6.66,12,24.0,2011
10581,6.01,1,4.0,1992
10582,6.65,1,21.0,2011
10604,6.82,1,24.0,2011
10611,6.5,12,24.0,2011
10620,7.54,26,23.0,2011
10622,6.78,1,12.0,2007
10624,7.37,1,64.0,2011
10628,7.27,1,31.0,2010
10629,7.3,1,87.0,2011
10638,7.32,1,29.0,2012
10643,8.07,1,14.0,2010
10647,7.1,10,1.0,2011
10659,6.97,1,14.0,2010
10668,6.63,2,28.0,2011
10671,6.53,13,3.0,2011
10681,7.2,1,110.0,2012
10683,7.13,4,30.0,2011
10686,7.16,1,14.0,2011
10687,6.25,1,92.0,2014
10690,6.97,1,100.0,2012
10691,5.96,1,3.0,2011
10694,6.93,2,30.0,2011
10695,6.77,2,30.0,2011
10697,6.06,2,19.0,2011
10702,6.66,1,93.0,2011
10703,7.39,1,25.0,2011
10711,7.26,12,2.0,2011
10713,7.39,1,48.0,2011
10714,7.49,1,48.0,2011
10715,7.6,1,48.0,2011
10716,7.56,1,48.0,2011
10717,7.64,1,48.0,2011
10719,7.27,12,24.0,2011
10721,7.98,24,24.0,2011
10731,7.47,1,87.0,2011
10737,6.97,11,2.0,2011
10739,6.42,1,8.0,2011
10740,6.63,1,96.0,2011
10764,5.6,1,30.0,2011
10765,7.41,1,28.0,2002
10766,6.07,2,7.0,2011
10770,6.51,3,26.0,2011
10775,7.02,1,24.0,2011
10779,7.57,6,30.0,2011
10792,6.46,2,30.0,2011
10793,7.52,22,24.0,2011
10794,6.92,1,26.0,2011
10800,8.23,25,22.0,2011
10801,5.47,7,6.0,2011
10804,7.35,1,23.0,2011
10805,7.32,1,24.0,2011
10808,6.49,49,24.0,2011
10821,6.99,1,71.0,2011
10827,6.66,1,28.0,2011
10832,6.35,7,2.0,2011
10834,7.24,6,5.0,2011
10838,5.5,11,4.0,2011
10842,6.97,4,4.0,2011
10845,6.17,8,3.0,2011
10849,6.53,1,4.0,2011
10851,6.1,6,29.0,2011
10862,7.24,8,10.0,2010
10863,8.34,1,24.0,2012
10870,7.28,12,3.0,2007
10884,7.33,12,24.0,2012
10886,6.49,1,13.0,2010
10893,6.94,1,25.0,2011
10897,6.75,1,11.0,2011
10906,5.93,2,20.0,2011
10916,6.43,2,11.0,1999
10917,6.41,3,15.0,2000
10918,7.32,1,30.0,2010
10920,6.01,4,3.0,2011
10923,6.98,1,25.0,2011
10924,6.36,2,21.0,2011
10928,7.35,4,25.0,2012
10933,6.72,1,29.0,2011
10934,6.95,1,24.0,2011
10935,7.63,2,23.0,2011
10937,8.36,6,71.0,2015
10947,6.79,1,2.0,2005
10948,6.88,1,3.0,2006
10949,6.48,3,1.0,2004
10950,6.71,3,4.0,2011
10958,5.62,8,3.0,2011
10999,7.41,1,90.0,2011
11001,7.8,1,105.0,2012
11005,6.02,2,30.0,2012
11009,6.91,1,14.0,2006
11013,7.46,12,24.0,2012
11019,7.04,1,11.0,2005
11021,7.11,24,24.0,2012
11031,6.58,2,30.0,2011
11033,7.25,1,5.0,2011
11061,9.1,148,23.0,2011
11065,6.8,2,30.0,2011
11067,6.79,2,30.0,2011
11069,6.33,1,21.0,2010
11073,6.47,1,2.0,1998
11077,7.19,3,10.0,2011
11079,6.87,13,24.0,2012
11083,6.68,2,20.0,2011
11099,6.19,1,2.0,2011
11103,6.59,10,5.0,2011
11111,7.55,12,24.0,2012
11113,7.98,4,5.0,2011
11123,7.97,12,24.0,2011
11135,7.69,4,25.0,2014
11161,6.86,1,26.0,2011
11177,6.39,52,14.0,2011
11179,7.33,12,23.0,2012
11185,6.01,4,30.0,2011
11209,6.64,2,24.0,2012
11227,6.92,12,23.0,2012
11235,7.44,13,24.0,2012
11237,7.79,2,24.0,2011
11239,7.94,12,24.0,2012
11241,6.8,12,24.0,2012
11255,6.65,1,43.0,2011
11266,7.31,1,24.0,2011
11285,6.85,8,23.0,2012
11313,7.23,2,24.0,2012
11319,7.52,12,24.0,2012
11321,7.1,2,15.0,2011
11339,7.12,2,25.0,2012
11341,7.22,12,24.0,2012
11349,6.47,3,28.0,2011
11355,6.86,1,28.0,2011
11359,7.53,1,23.0,2011
11375,7.14,1,110.0,2012
11385,6.45,25,25.0,2011
11433,7.49,12,23.0,2012
11441,7.11,2,46.0,2011
11487,6.95,1,3.0,2011
11491,6.69,13,3.0,2012
11499,7.36,12,24.0,2012
11507,6.55,1,2.0,2011
11531,7.6,1,48.0,2011
11547,6.07,26,3.0,2011
11553,7.46,1,27.0,2011
11577,8.5,1,90.0,2013
11583,6.54,1,2.0,2011
11597,8.18,11,24.0,2012
11615,6.68,13,3.0,2011
11617,7.4,12,24.0,2012
11633,7.33,10,24.0,2013
11635,6.68,1,60.0,2012
11663,7.45,2,8.0,2011
11665,8.67,13,24.0,2012
11679,4.96,1,6.0,2007
11687,4.18,1,5.0,2008
11697,7.22,37,25.0,2012
11701,7.32,1,24.0,2012
11737,7.64,1,88.0,2012
11739,7.98,13,24.0,2012
11741,8.59,12,24.0,2012
11743,7.5,1,90.0,2013
11745,6.67,2,30.0,2011
11747,6.72,2,30.0,2011
11749,6.37,3,20.0,2011
11751,7.03,13,23.0,2012
11755,6.53,1,103.0,2012
11757,7.25,25,23.0,2012
11759,7.32,24,24.0,2012
11761,7.07,12,24.0,2012
11763,5.81,12,23.0,2013
11769,6.2,12,6.0,2012
11771,8.15,25,24.0,2012
11777,7.23,1,92.0,2011
11783,7.09,13,23.0,2012
11785,7.07,12,24.0,2012
11793,7.41,1,24.0,2012
11807,6.74,2,27.0,2011
11809,6.8,12,13.0,2011
11813,7.93,11,27.0,2012
11827,7.41,6,25.0,2012
11837,6.89,13,24.0,2012
11843,8.28,12,24.0,2012
11853,6.23,1,20.0,2011
11855,6.01,1,19.0,2011
11859,6.32,12,24.0,2012
11867,4.72,1,26.0,1989
11879,7.36,2,30.0,2011
11887,7.82,13,24.0,2012
11889,7.47,1,24.0,2012
11917,8.35,2,28.0,2011
11933,7.46,12,24.0,2012
11969,6.24,1,16.0,2011
11977,8.23,1,130.0,2012
11979,8.39,1,109.0,2012
11981,8.44,1,116.0,2013
11997,6.55,2,17.0,2012
12001,7.02,1,12.0,2011
12015,7.44,1,93.0,2012
12017,7.81,1,100.0,2014
12021,7.68,52,3.0,2012
12029,8.37,26,25.0,2012
12031,8.04,38,25.0,2012
12053,7.45,1,68.0,2012
12055,6.71,2,17.0,2012
12059,5.68,2,20.0,2012
12065,6.09,2,20.0,2011
12067,7.34,1,25.0,1998
12069,8.11,1,23.0,2003
12079,7.06,1,4.0,2008
12113,7.92,1,92.0,2012
12115,8.21,1,110.0,2013
12117,7.74,1,110.0,2012
12119,7.02,12,24.0,2012
12123,6.3,13,3.0,2012
12131,6.19,3,10.0,2011
12137,6.87,1,10.0,2010
12143,7.23,1,30.0,2011
12149,7.39,13,23.0,2012
12157,5.74,5,4.0,2011
12175,7.09,12,25.0,2012
12187,7.48,1,20.0,2011
12189,8.14,22,25.0,2012
12191,6.74,48,24.0,2012
12221,7.11,1,73.0,2012
12231,7.18,1,19.0,2011
12237,5.77,12,4.0,2012
12293,7.05,13,24.0,2012
12317,6.51,10,24.0,2012
12321,7.02,3,24.0,2012
12355,8.64,1,117.0,2012
12365,8.58,25,24.0,2012
12367,6.15,12,24.0,2012
12373,6.48,1,41.0,2011
12375,7.41,4,30.0,2012
12403,7.85,12,23.0,2012
12413,7.85,12,24.0,2012
12419,7.15,1,48.0,2012
12429,6.49,2,24.0,2011
12431,8.52,99,24.0,2012
12433,6.1,1,12.0,2011
12437,6.5,1,28.0,2012
12445,7.86,12,23.0,2012
12447,6.11,6,9.0,2011
12449,6.19,6,10.0,2011
12455,6.58,4,2.0,1993
12461,6.74,13,24.0,2012
12467,7.25,13,24.0,2012
12471,6.7,24,24.0,2012
12477,8.05,1,99.0,2013
12487,7.55,13,24.0,2012
12501,5.56,1,24.0,2012
12503,6.52,10,2.0,2012
12505,6.75,1,30.0,2012
12531,8.36,12,22.0,2012
12549,6.64,12,25.0,2012
12565,6.73,1,12.0,2011
12581,6.13,1,29.0,2012
12637,7.21,1,6.0,2012
12651,7.05,58,20.0,2012
12665,6.32,1,3.0,2011
12669,7.23,6,3.0,2012
12671,6.44,1,71.0,2012
12673,7.2,1,24.0,2012
12677,6.11,6,24.0,2012
12679,7.49,13,24.0,2012
12685,6.45,1,28.0,2012
12695,7.07,2,23.0,2012
12699,6.61,5,5.0,2012
12709,7.04,3,6.0,2011
12711,7.25,13,25.0,2013
12725,7.5,1,70.0,2003
12729,7.3,2,23.0,2012
12753,7.29,25,25.0,2012
12783,6.77,1,49.0,2014
12815,7.94,50,24.0,2012
12823,7.06,2,8.0,2012
12857,6.67,1,150.0,2013
12859,8.18,1,107.0,2012
12863,6.68,51,23.0,2012
12867,6.12,1,3.0,2010
12875,7.24,39,25.0,2012
12879,7.18,1,24.0,2012
12883,7.7,12,23.0,2012
12893,7.86,6,3.0,2012
12929,6.28,97,23.0,2012
12957,6.81,3,27.0,2012
12959,6.94,2,16.0,2012
12961,6.47,3,16.0,2012
12967,6.28,12,24.0,2012
12979,7.14,51,24.0,2012
12995,5.93,2,30.0,2012
12997,6.83,2,30.0,2012
13019,5.49,1,17.0,2012
13073,7.17,2,3.0,2011
13093,7.25,1,26.0,2012
13115,7.48,12,23.0,2012
13117,7.67,1,95.0,2013
13119,7.77,1,87.0,2014
13125,8.35,25,22.0,2012
13137,6.36,1,3.0,2012
13139,6.5,25,5.0,2012
13141,5.77,26,1.0,2012
13145,6.84,39,24.0,2012
13159,6.49,60,7.0,2012
13161,6.89,12,24.0,2012
13163,7.0,258,24.0,2012
13169,6.46,1,24.0,2012
13171,7.1,1,25.0,2012
13173,6.69,1,24.0,2012
13175,6.29,1,24.0,2012
13183,7.07,2,24.0,2012
13185,6.31,52,22.0,2012
13201,6.75,25,24.0,2000
13203,7.78,13,23.0,2012
13215,6.27,1,106.0,2012
13219,6.85,2,30.0,2012
13221,7.38,2,29.0,2012
13223,6.37,1,80.0,2008
13231,6.09,38,12.0,2012
13239,6.33,1,94.0,2012
13245,7.52,7,23.0,2012
13253,6.52,1,5.0,2012
13263,6.67,6,15.0,2012
13267,7.49,3,24.0,2012
13271,7.24,1,97.0,2013
13283,6.44,4,15.0,2012
13325,6.45,3,19.0,2012
13331,7.94,12,24.0,2012
13333,7.32,13,24.0,2012
13335,7.36,1,110.0,2012
13349,7.48,13,24.0,2012
13357,7.27,6,4.0,2012
13367,6.6,12,24.0,2012
13377,6.87,13,3.0,2012
13391,7.38,1,103.0,2014
13403,7.6,1,24.0,2012
13405,2.01,1,3.0,2003
13409,7.22,11,23.0,2012
13411,6.94,1,14.0,2012
13429,7.39,4,6.0,2012
13469,7.37,1,25.0,2012
13559,6.03,1,19.0,2012
13561,7.0,11,1.0,2012
13585,7.29,11,23.0,2012
13587,7.5,1,30.0,2012
13595,6.87,2,30.0,2012
13599,7.35,22,23.0,2012
13601,8.38,22,23.0,2012
13619,6.59,1,1.0,2012
13629,7.56,1,4.0,2012
13639,6.32,1,12.0,2012
13655,7.52,26,24.0,2012
13659,7.05,13,24.0,2013
13663,7.51,12,23.0,2012
13667,7.67,1,109.0,2012
13673,5.93,1,10.0,2012
13677,6.86,1,3.0,2012
13709,7.54,1,116.0,2007
13727,6.81,1,43.0,2012
13731,6.63,1,24.0,2012
13757,6.46,2,7.0,2012
13759,8.19,24,23.0,2012
13767,7.8,2,22.0,2012
13785,6.72,2,30.0,2012
13799,6.45,1,20.0,2012
13807,6.07,1,11.0,2012
13833,6.64,1,18.0,2012
13835,5.04,1,11.0,2012
13839,7.04,1,29.0,2012
13843,6.24,2,28.0,2014
13851,7.6,6,25.0,2012
13855,6.12,6,4.0,2012
13859,6.22,8,3.0,2012
13863,6.3,1,24.0,2013
13931,7.24,3,30.0,1996
13937,6.68,2,30.0,2012
13939,7.15,2,24.0,2012
14027,7.09,1,24.0,2012
14045,5.86,13,3.0,2013
14049,6.16,1,14.0,2012
14073,6.22,10,24.0,2012
14075,7.99,24,24.0,2012
14077,6.19,7,2.0,2012
14093,6.41,24,22.0,2012
14117,6.76,2,25.0,2012
14127,6.86,2,30.0,2012
14129,6.58,4,20.0,2012
14131,7.55,12,24.0,2012
14145,6.44,2,51.0,2012
14173,6.52,1,26.0,2012
14175,7.89,1,66.0,2013
14189,7.51,1,24.0,2012
14199,6.53,12,24.0,2012
14227,7.55,13,24.0,2012
14237,6.32,12,24.0,2012
14267,7.34,1,90.0,2012
14277,6.26,26,3.0,2012
14283,6.46,12,24.0,2013
14293,7.0,1,106.0,2012
14317,6.48,1,10.0,2012
14333,6.48,37,20.0,2012
14347,5.88,1,25.0,2013
14349,7.85,1,26.0,2013
14353,7.93,1,25.0,2013
14355,6.82,12,3.0,2013
14373,6.31,1,30.0,2012
14379,6.87,2,27.0,2012
14397,8.43,25,22.0,2013
14407,7.59,1,98.0,2013
14467,7.51,13,24.0,2012
14479,5.26,1,12.0,2012
14511,7.69,13,24.0,2013
14513,8.07,25,24.0,2012
14515,6.68,12,24.0,2013
14527,7.46,12,24.0,2012
14539,6.75,3,23.0,2012
14543,6.82,4,30.0,2012
14563,5.27,12,5.0,2012
14575,7.42,1,25.0,2012
14583,6.23,6,3.0,2012
14617,7.04,1,3.0,2009
14627,6.8,2,3.0,2012
14629,6.7,1,89.0,2012
14645,7.23,13,24.0,2012
14647,6.51,2,24.0,2012
14653,7.05,12,24.0,2012
14657,6.3,1,17.0,2012
14661,6.53,2,26.0,2012
14663,6.13,1,3.0,2012
14669,7.49,1,83.0,2013
14685,6.7,1,57.0,2003
14693,6.4,13,3.0,2012
14713,8.04,13,24.0,2012
14719,8.06,26,24.0,2012
14735,7.7,1,110.0,2013
14741,7.77,12,24.0,2012
14749,7.06,13,23.0,2013
14751,7.01,26,24.0,2014
14753,7.36,6,23.0,2012
14765,7.21,25,24.0,2012
14807,8.03,1,90.0,2013
14811,7.35,12,23.0,2013
14813,8.07,13,24.0,2013
