Id,Score,Episodes,Min_Duration,Year
1148,5.99,4,47.0,1991
1149,6.65,12,23.0,2004
1150,6.02,3,45.0,1996
1151,6.93,4,36.0,1988
1152,6.95,6,30.0,1993
1153,6.48,6,52.0,1988
1156,6.07,4,27.0,2001
1157,6.2,25,24.0,2001
1161,6.65,25,24.0,1997
1163,6.53,48,15.0,1998
1164,7.17,24,23.0,2001
1165,6.58,4,30.0,1997
1167,6.0,12,24.0,2004
1168,7.25,10,37.0,1994
1169,6.66,3,45.0,1992
1170,7.37,3,29.0,1996
1171,7.33,3,29.0,1998
1172,7.83,26,23.0,1997
1174,6.83,1,54.0,2003
1177,6.67,4,28.0,2001
1178,6.45,3,52.0,1991
1179,7.07,26,25.0,2001
1180,6.95,25,24.0,1997
1181,6.66,4,30.0,1995
1182,6.64,6,30.0,1996
1184,7.03,26,22.0,1998
1185,6.5,6,32.0,1997
1186,6.9,26,22.0,1997
1187,6.57,3,23.0,1995
1189,6.52,26,24.0,1999
1190,7.39,1,30.0,2003
1191,7.23,6,27.0,1997
1192,6.76,1,25.0,2004
1193,6.31,13,24.0,2005
1194,6.65,12,24.0,2006
1195,7.33,13,23.0,2006
1196,7.21,12,5.0,2005
1198,6.6,12,25.0,2006
1199,7.03,1000,10.0,1993
1200,5.8,26,24.0,2006
1202,6.16,1,24.0,2006
1204,6.66,1,22.0,1998
1205,7.13,6,3.0,2003
1206,7.2,1,56.0,1996
1207,6.88,1,96.0,1984
1209,7.02,1,47.0,2003
1210,8.33,24,24.0,2006
1211,7.72,1,115.0,1995
1212,7.51,26,25.0,2006
1214,6.88,10,24.0,2006
1215,7.15,3,15.0,2006
1216,5.51,1,30.0,1994
1217,6.37,1,30.0,1996
1218,6.73,13,24.0,2006
1219,6.79,24,24.0,2006
1220,5.8,1,27.0,2006
1221,6.35,52,25.0,2006
1222,7.31,26,25.0,2006
1224,6.12,13,24.0,2002
1225,6.97,3,45.0,1995
1226,5.96,13,24.0,1999
1230,6.84,12,23.0,2006
1231,7.3,26,25.0,1998
1232,6.6,3,30.0,1995
1233,6.51,7,28.0,1994
1235,6.48,5,1.0,2005
1237,7.29,1,46.0,2003
1238,7.38,1,45.0,2003
1239,7.59,39,24.0,1995
1240,7.54,1,60.0,1995
1241,7.43,1,47.0,2005
1243,6.78,24,24.0,2006
1245,5.83,1,50.0,1998
1246,7.13,13,24.0,2004
1248,6.9,1,55.0,2001
1249,6.96,26,24.0,2001
1250,7.3,26,24.0,2005
1251,7.54,39,25.0,1990
1252,5.37,1,87.0,1991
1253,7.76,12,25.0,2005
1254,7.77,114,24.0,1986
1255,7.23,1,75.0,1988
1256,6.83,1,45.0,1987
1257,8.06,13,25.0,2002
1258,6.91,1,45.0,1988
1259,7.23,1,80.0,2004
1260,6.81,1,45.0,1989
1261,7.05,54,24.0,1990
1262,6.33,6,24.0,1992
1263,6.47,3,30.0,2003
1264,7.08,39,23.0,1988
1269,5.94,1,58.0,1995
1270,6.38,1,48.0,1987
1272,6.24,6,45.0,1992
1273,6.13,4,30.0,2001
1276,6.49,7,26.0,1989
1277,6.67,4,30.0,1992
1278,7.3,1,15.0,1995
1279,7.69,39,27.0,1982
1280,6.29,6,36.0,1990
1281,7.68,19,24.0,2000
1285,5.32,1,47.0,1986
1286,5.03,1,48.0,1996
1288,7.29,7,30.0,1988
1289,7.56,16,25.0,1990
1290,6.75,1,102.0,2002
1292,7.36,5,27.0,2007
1293,7.69,195,25.0,1981
1295,6.26,2,51.0,1990
1296,6.51,1,48.0,1987
1297,6.41,1,45.0,1988
1298,6.46,1,53.0,1989
1299,7.21,13,24.0,2006
1301,7.57,1,128.0,1979
1302,7.29,1,130.0,1981
1303,7.3,9,10.0,2003
1311,6.98,1,24.0,2003
1312,7.13,26,25.0,1999
1313,7.24,50,25.0,2000
1316,6.96,52,20.0,2005
1317,6.67,1,29.0,2004
1324,6.1,4,45.0,1989
1325,6.58,25,23.0,1996
1327,7.41,58,25.0,1993
1331,6.14,3,25.0,1994
1335,7.16,26,1.0,2002
1338,5.43,2,30.0,1995
1341,5.23,1,37.0,1986
1342,5.55,1,56.0,1988
1343,5.48,1,52.0,1990
1346,6.28,3,24.0,1990
1347,7.29,8,41.0,1987
1348,6.54,3,45.0,1991
1349,6.02,12,24.0,1999
1350,6.57,3,30.0,2003
1351,5.94,6,30.0,1989
1352,7.18,3,45.0,1990
1356,7.56,43,25.0,1987
1357,6.97,3,58.0,2003
1358,7.2,1,110.0,1986
1359,6.33,2,30.0,2003
1360,6.47,4,30.0,2004
1361,6.37,1,100.0,2001
1362,7.17,1,101.0,1994
1363,8.04,1,100.0,2000
1364,8.14,1,100.0,2001
1365,8.31,1,107.0,2002
1366,7.84,1,108.0,2003
1367,8.1,1,108.0,2004
1368,7.41,1,23.0,2006
1369,7.25,1,24.0,2000
1370,6.45,1,10.0,2002
1371,7.11,13,25.0,2004
1372,7.54,47,24.0,1996
1373,7.27,4,23.0,2003
1374,7.26,26,23.0,2005
1375,7.75,40,23.0,1990
1376,7.7,13,25.0,2004
1378,5.96,1,86.0,1989
1379,7.78,1,29.0,2005
1380,6.24,1,99.0,2002
1382,8.08,8,32.0,2000
1384,6.99,4,28.0,1988
1386,5.63,2,30.0,2002
1387,6.31,10,30.0,2000
1388,6.13,5,30.0,2004
1389,6.23,3,30.0,2005
1391,7.35,37,24.0,1991
1398,6.84,4,30.0,1997
1399,6.97,3,24.0,1995
1400,6.93,1,33.0,1995
1401,6.74,6,30.0,2004
1403,6.48,2,30.0,2003
1406,5.96,2,30.0,2001
1408,6.66,5,30.0,2001
1410,7.29,13,24.0,2006
1412,7.67,23,25.0,1971
1413,7.09,1,91.0,2001
1414,7.07,1,92.0,2005
1416,7.17,1,97.0,1996
1417,7.07,1,90.0,1994
1418,7.62,1,92.0,2002
1419,7.38,1,100.0,1995
1421,6.93,1,92.0,1990
1422,7.17,1,90.0,2000
1424,7.37,1,90.0,2003
1425,7.8,155,25.0,1977
1426,7.33,50,24.0,1984
1427,6.04,1,50.0,2002
1428,6.35,1,12.0,1978
1429,7.09,1,91.0,2004
1430,8.15,1,100.0,1979
1431,6.84,1,92.0,1999
1432,7.28,1,73.0,1987
1433,6.57,1,100.0,1985
1434,7.01,1,90.0,1995
1435,6.99,1,102.0,1978
1437,7.23,1,92.0,1998
1441,7.29,1,105.0,1985
1442,5.71,13,23.0,1999
1443,6.34,2,54.0,1990
1444,6.37,6,30.0,1999
1445,6.67,52,25.0,1967
1448,6.83,52,23.0,1981
1450,7.26,26,24.0,2000
1453,8.18,96,25.0,1986
1454,7.39,13,23.0,2006
1455,5.23,2,40.0,1998
1457,6.92,15,34.0,1994
1459,7.46,49,25.0,1992
1462,7.73,3,37.0,1995
1465,6.88,10,22.0,2001
1468,6.12,1,48.0,1989
1469,6.82,48,24.0,1999
1470,7.93,51,25.0,1987
1471,8.06,63,25.0,1988
1472,7.82,13,24.0,1989
1473,7.78,13,23.0,1991
1474,7.43,1,87.0,1989
1475,7.37,1,45.0,1990
1476,7.38,1,45.0,1990
1477,7.44,1,90.0,1996
1479,7.43,1,91.0,1999
1480,6.64,1,28.0,2006
1482,8.05,103,23.0,2006
1483,7.61,24,23.0,1998
1484,6.09,2,38.0,1989
1485,7.86,35,25.0,1996
1486,8.04,102,22.0,1996
1487,6.68,1,24.0,2003
1488,7.52,3,65.0,1985
1489,6.91,3,14.0,2006
1490,7.16,26,24.0,2003
1491,7.81,113,25.0,1978
1492,6.99,26,24.0,2001
1493,7.07,26,24.0,2001
1494,6.09,1,83.0,1994
1496,5.75,2,14.0,1995
1498,7.14,12,25.0,2006
1500,6.21,4,24.0,2004
1502,6.73,26,23.0,1996
1505,7.82,1,110.0,2005
1506,8.08,1,111.0,2006
1508,6.21,20,25.0,2000
1509,6.68,13,25.0,2006
1514,6.97,6,24.0,2005
1516,7.07,153,22.0,2006
1517,6.8,26,24.0,1998
1519,8.19,12,24.0,2006
1520,7.74,12,50.0,1993
1521,7.33,1,93.0,1996
1524,7.22,13,25.0,2004
1525,6.87,1,69.0,2001
1526,7.31,1,100.0,2005
1527,6.48,1,42.0,2006
1530,8.01,24,24.0,2006
1531,7.19,1,23.0,2006
1532,6.71,12,24.0,2005
1533,6.69,51,24.0,1995
1534,7.13,49,24.0,2006
1535,8.63,37,23.0,2006
1536,7.35,26,24.0,2006
1538,7.18,24,23.0,2006
1541,6.69,22,27.0,2006
1542,6.11,26,25.0,1998
1543,7.14,12,23.0,2006
1546,7.02,26,23.0,2006
1548,7.2,42,24.0,1981
1550,6.76,104,24.0,1969
1553,6.89,4,36.0,1998
1554,7.07,12,25.0,2006
1555,7.07,25,24.0,2006
1556,7.13,4,40.0,2006
1557,7.59,26,23.0,2006
1559,8.11,50,25.0,2006
1561,6.18,12,24.0,2006
1562,7.76,25,24.0,2006
1563,7.52,29,24.0,1995
1564,7.09,192,24.0,2002
1565,7.2,191,23.0,2006
1566,8.14,1,108.0,2006
1567,7.55,43,22.0,1995
1568,6.91,22,24.0,2006
1569,7.06,12,24.0,2006
1570,6.41,12,25.0,2006
1571,7.81,25,25.0,2006
1572,6.56,52,25.0,1965
1573,6.98,51,24.0,1995
1575,8.72,25,24.0,2006
1576,7.13,26,24.0,2006
1577,7.46,4,30.0,1994
1578,6.88,13,23.0,2006
1579,7.48,25,24.0,2006
1581,6.63,12,24.0,2006
1583,6.26,12,25.0,2006
1587,6.92,25,23.0,2006
1588,7.08,24,22.0,2006
1589,7.37,11,23.0,2006
1591,6.28,12,23.0,2006
1592,7.03,11,21.0,2006
1593,6.71,1,3.0,2000
1594,7.93,26,25.0,2006
1596,5.25,4,29.0,2002
1597,6.69,48,8.0,2002
1598,6.35,4,27.0,1993
1599,6.74,12,23.0,1998
1600,6.36,13,24.0,2006
1601,7.09,22,23.0,2006
1602,7.07,13,24.0,2006
1603,6.84,25,24.0,2006
1604,8.18,203,24.0,2006
1606,7.63,52,24.0,2006
1607,6.39,12,24.0,2007
1608,7.49,20,25.0,2001
1609,7.27,4,30.0,2006
1614,7.4,52,24.0,2001
1618,6.6,26,25.0,1999
1619,7.1,1,24.0,2006
1626,5.16,1,131.0,1983
1628,6.06,13,24.0,2002
1629,6.66,26,25.0,1998
1631,6.98,1,25.0,2005
1632,6.06,2,26.0,2005
1633,6.31,4,26.0,2002
1634,6.5,3,30.0,2001
1635,6.5,2,30.0,2003
1636,6.09,2,30.0,2004
1637,6.88,1,65.0,1987
1639,4.37,1,34.0,2006
1640,5.48,2,30.0,2006
1642,7.44,51,24.0,2005
1645,6.71,6,25.0,1999
1647,4.74,2,37.0,1996
1648,6.85,2,24.0,2006
1650,7.59,26,25.0,1974
1651,7.42,26,24.0,1978
1652,7.07,25,23.0,1980
1654,6.83,1,26.0,2006
1655,7.33,12,24.0,2006
1657,4.18,3,30.0,1996
1658,6.5,1,39.0,2000
1659,6.99,9,3.0,2006
1660,6.66,24,15.0,1998
1661,6.45,25,25.0,1973
1663,7.38,52,26.0,1976
1668,6.93,52,20.0,2003
1669,6.68,51,21.0,2002
1670,6.59,1,70.0,2002
1674,7.27,47,27.0,1994
1675,6.76,52,24.0,2003
1676,6.56,13,25.0,2001
1678,7.28,50,25.0,2001
1681,7.46,1,112.0,2006
1682,6.47,4,30.0,2006
1683,7.04,104,12.0,2003
1685,5.85,26,21.0,2002
1686,7.45,1,93.0,2006
1688,7.03,12,24.0,2007
1689,7.73,3,22.0,2007
1690,7.66,24,23.0,2007
1691,7.26,24,24.0,2007
1693,6.56,26,24.0,2007
1694,6.52,26,23.0,2007
1695,7.86,52,24.0,2007
1696,7.02,6,24.0,2007
1698,8.32,23,22.0,2007
1699,7.66,24,24.0,2007
1701,6.28,3,30.0,1996
1703,6.73,13,21.0,2006
1704,6.46,12,24.0,1997
1706,6.58,13,25.0,2002
1707,6.9,51,24.0,2002
1709,7.06,1,75.0,2000
1710,6.93,56,21.0,2002
1718,6.59,2,23.0,2006
1719,7.73,2,24.0,2006
1720,6.9,3,28.0,2007
1721,6.77,12,23.0,2007
1722,7.27,26,24.0,2007
1723,7.25,1,93.0,2007
1724,6.39,26,25.0,2007
1725,5.33,6,7.0,2007
1727,6.84,12,24.0,2007
1728,7.42,52,24.0,2001
1729,7.85,5,50.0,2006
1731,7.18,4,32.0,2007
1732,7.12,1,27.0,2006
1734,6.37,4,28.0,2001
1735,8.16,500,23.0,2007
1736,7.15,14,24.0,1997
1738,7.11,12,24.0,2006
1744,7.3,172,21.0,2002
1747,7.45,7,27.0,2006
1749,6.68,1,23.0,2005
1750,6.63,1,23.0,2006
1751,5.28,1,16.0,1996
1760,6.78,1,93.0,1983
1761,6.59,1,56.0,1998
1762,6.92,6,37.0,1991
1764,7.36,1,30.0,1994
1767,5.69,1,48.0,1997
1769,5.99,12,21.0,2000
1773,7.47,1,95.0,2006
1775,5.65,12,24.0,1998
1777,6.21,1,55.0,1992
1780,6.54,3,28.0,2002
1783,6.42,2,29.0,2003
1787,7.0,3,26.0,2002
1792,6.89,26,25.0,2002
1793,6.39,1,80.0,1990
1796,7.08,1,81.0,1987
1797,6.92,1,38.0,2001
1798,6.94,1,47.0,2004
1799,6.45,1,46.0,1992
1800,6.74,1,62.0,1993
1802,6.67,6,27.0,1994
1803,7.03,2,23.0,1987
1804,6.83,6,30.0,1991
1805,6.69,6,27.0,1996
1807,6.45,12,24.0,2007
1808,7.28,26,24.0,2007
1810,6.48,12,24.0,2007
1813,7.66,3,24.0,2006
1815,7.39,1,90.0,2007
1816,6.46,78,24.0,2003
1817,6.85,1,23.0,2005
1821,6.18,3,30.0,2001
1822,6.61,6,30.0,1990
1823,7.17,26,24.0,1999
1824,7.79,1,83.0,1983
1825,7.37,1,86.0,1986
1826,7.04,65,25.0,2007
1827,8.17,26,25.0,2007
1829,6.95,1,115.0,2006
1830,7.62,6,11.0,2006
1832,6.18,4,25.0,1988
1835,7.11,55,10.0,2006
1836,6.54,12,24.0,2007
1837,6.81,12,24.0,2003
1838,5.98,2,27.0,2006
1840,7.49,12,23.0,2007
1841,6.85,4,1.0,2006
1842,8.27,26,25.0,2007
1844,6.91,26,24.0,1997
1846,7.15,26,25.0,1998
1847,7.16,1,13.0,2006
1852,7.45,12,24.0,2007
1853,6.57,39,23.0,1997
1856,6.22,7,5.0,2006
1858,7.28,12,24.0,2007
1859,6.8,1,45.0,1994
1860,7.15,14,24.0,2007
1861,7.55,1,45.0,1994
1862,6.29,1,8.0,2007
1864,6.99,12,24.0,2007
1865,6.3,11,23.0,2007
1868,6.3,12,23.0,2006
1869,7.0,3,23.0,2006
1874,6.03,4,15.0,2004
1878,7.36,26,25.0,2007
1879,6.48,1,50.0,1989
1880,6.23,1,53.0,1989
1881,6.62,13,25.0,2006
1886,7.08,52,24.0,2006
1887,7.77,24,24.0,2007
1888,7.72,3,25.0,2007
1889,8.23,24,24.0,2007
1890,6.82,1,6.0,1999
1896,6.73,3,30.0,2004
1901,7.09,1,91.0,1986
1902,6.74,1,24.0,2007
1906,7.22,1,100.0,2006
1908,6.02,1,45.0,1995
1909,6.11,2,27.0,1994
1910,7.76,15,24.0,1999
1911,7.44,2,98.0,2006
1912,5.91,13,24.0,2006
1913,7.48,5,46.0,1994
1914,8.07,39,25.0,2007
1915,7.65,26,25.0,2007
1916,6.85,3,30.0,2006
1917,6.69,3,27.0,2004
1918,6.4,3,43.0,1995
1919,7.39,11,32.0,1985
1920,7.08,1,102.0,1983
1921,7.83,1,95.0,1984
1922,6.98,1,95.0,1985
1923,6.77,1,95.0,1986
1924,7.46,1,85.0,1988
1925,6.84,1,77.0,1991
1929,6.94,47,25.0,2005
1931,7.09,1,71.0,2005
1932,7.14,49,24.0,2007
1935,6.81,4,67.0,1985
1940,5.91,1,51.0,1986
1941,7.18,12,25.0,2007
1942,6.91,12,23.0,2007
1943,8.06,1,90.0,2006
1944,7.07,6,32.0,1997
1946,7.59,50,24.0,2003
1951,7.05,3,16.0,1987
1952,6.63,4,43.0,1997
1953,6.97,9,4.0,2007
1954,6.89,3,45.0,1997
1956,6.8,12,24.0,2007
1958,6.58,1,5.0,1997
1961,7.7,1,107.0,2005
1965,7.22,13,24.0,2007
1967,7.16,1,94.0,2005
1968,7.06,1,97.0,2005
1969,7.15,1,100.0,2006
1972,7.37,26,25.0,1984
1974,8.09,51,25.0,2005
1978,6.52,1,15.0,1997
1980,6.56,4,13.0,2002
1981,6.34,2,30.0,1987
1983,7.22,1,97.0,2005
1985,7.53,74,25.0,1975
1988,6.47,13,25.0,2007
1991,5.99,12,25.0,2007
1994,6.18,1,20.0,2003
1995,4.71,1,25.0,2003
1996,6.72,1,10.0,2002
1998,6.58,4,10.0,2006
2000,7.05,1,79.0,1991
2001,8.66,27,24.0,2007
2002,7.56,26,23.0,2007
2004,8.01,25,25.0,2002
2006,6.91,1,30.0,1999
2010,6.56,1,23.0,2002
2011,7.06,20,8.0,1999
2012,7.55,49,24.0,1996
2013,7.38,1,89.0,1999
2014,7.41,26,24.0,2001
2016,6.78,1,55.0,1991
2017,6.82,1,45.0,1993
2020,7.24,1,42.0,2005
2025,8.12,25,24.0,2007
2026,7.58,52,24.0,2007
2029,6.73,1,108.0,1981
2030,7.24,26,24.0,2007
2031,6.52,13,24.0,2007
2032,6.68,13,24.0,2007
2033,6.18,1,90.0,2002
2034,8.06,24,24.0,2007
2035,7.87,12,25.0,2007
2037,7.44,61,23.0,1992
2041,6.63,51,25.0,1994
2042,6.6,1,65.0,1989
2043,7.18,73,25.0,1983
2044,7.13,52,24.0,1983
2048,7.12,12,24.0,1988
2050,6.68,2,23.0,1991
2060,6.47,1,86.0,1986
2076,7.98,148,24.0,1997
2089,6.52,35,25.0,1983
2098,7.43,1,95.0,1996
2104,7.75,26,24.0,2007
2105,6.56,26,23.0,2007
2106,6.6,26,24.0,2007
2107,7.35,1,90.0,2007
2108,7.14,51,24.0,2003
2109,7.08,51,25.0,2004
2110,7.06,25,25.0,2005
2112,7.59,26,24.0,2007
2113,7.23,38,24.0,1989
2116,7.3,128,24.0,1983
2117,7.14,13,30.0,1989
2123,7.11,1,80.0,2005
2124,7.04,2,24.0,2006
2125,7.27,2,26.0,1994
2126,7.34,4,23.0,1995
2129,7.36,13,24.0,2008
2130,7.02,25,24.0,2007
2131,6.7,2,26.0,2007
2132,7.06,1,26.0,2007
2135,7.13,2,30.0,2006
2136,6.87,1,30.0,2005
2137,6.03,2,28.0,2005
2138,6.3,4,29.0,2004
2140,6.39,2,30.0,2004
2141,7.21,1,77.0,2003
2142,6.41,51,25.0,2007
2143,7.82,3,33.0,2007
2145,5.89,2,30.0,2004
2148,6.26,4,30.0,2007
2150,8.12,78,24.0,1990
2151,7.09,52,25.0,1980
2152,7.23,26,24.0,2007
2154,7.98,1,111.0,2006
2155,6.21,13,25.0,2007
2156,6.32,52,24.0,2007
2157,6.9,13,23.0,2007
2158,7.92,24,24.0,2007
2159,7.95,25,25.0,2007
2161,6.65,13,23.0,2007
2162,6.32,25,24.0,2007
2163,5.97,3,25.0,2007
2164,8.09,26,25.0,2007
2165,6.93,100,24.0,2007
2166,6.79,12,13.0,2007
2167,8.07,23,24.0,2007
2169,5.37,3,37.0,2007
2170,7.08,2,54.0,2007
2171,7.48,1,105.0,2007
2174,7.57,1,89.0,2007
2175,7.71,1,28.0,2007
2176,7.02,1,84.0,2007
2178,6.75,1,86.0,2007
2182,7.28,1,91.0,1987
2183,5.84,2,27.0,1997
2188,6.42,2,30.0,2005
2193,7.28,9,25.0,2007
2196,6.21,1,70.0,1985
2198,7.53,2,24.0,2007
2199,7.07,1,46.0,1978
2201,6.82,1,105.0,2006
2202,7.49,1,130.0,1982
2203,7.4,22,25.0,1982
2204,7.39,26,25.0,1999
2205,6.79,1,27.0,2007
2212,6.71,1,3.0,2007
2213,7.62,61,25.0,2004
2215,6.87,26,24.0,2007
2216,7.41,12,23.0,2007
2217,6.74,1,28.0,2001
2218,5.56,1,60.0,1997
2220,5.55,1,26.0,1989
2221,6.72,42,25.0,1983
2222,7.16,243,25.0,1981
2225,7.28,52,25.0,1974
2227,7.51,21,23.0,1987
2228,7.28,47,25.0,1991
2229,7.63,46,24.0,1991
2230,6.85,50,24.0,1979
2235,6.81,1,9.0,2002
2236,8.2,1,98.0,2006
2237,6.48,1,7.0,2006
2238,7.53,3,30.0,2007
2245,6.1,12,23.0,1999
2246,8.42,12,22.0,2007
2248,6.87,1,11.0,2004
2249,5.49,1,74.0,1986
2251,8.42,13,24.0,2007
2252,6.45,39,25.0,1972
2253,7.26,92,25.0,1972
2262,5.15,1,55.0,2000
2263,6.82,2,30.0,1996
2267,6.39,1,44.0,2007
2269,7.31,3,95.0,2004
2273,7.81,1,94.0,1998
2274,6.86,1,7.0,1994
2281,6.31,39,25.0,1998
2285,6.33,40,25.0,2005
2286,7.25,1,94.0,1989
2287,6.08,26,25.0,2001
2288,6.56,26,23.0,1998
2290,6.51,1,5.0,2003
2291,6.07,3,33.0,1985
2293,6.26,1,54.0,1986
2294,7.28,4,90.0,2006
2298,7.06,1,5.0,2004
2313,7.68,1,72.0,1992
2317,5.25,2,37.0,1997
2321,7.84,7,49.0,1992
2324,6.34,3,28.0,2001
2325,6.41,3,30.0,2004
2331,7.08,26,25.0,1981
2332,6.14,1,45.0,1994
2335,7.13,52,22.0,1993
2336,7.32,1,24.0,2002
2341,6.13,3,48.0,1987
2346,5.71,1,45.0,2002
2352,6.66,6,30.0,2003
2354,7.15,1,50.0,1987
2355,7.03,1,57.0,1990
2356,6.46,1,45.0,2000
2357,6.16,5,30.0,2002
2359,6.16,1,108.0,1989
2361,7.23,51,24.0,1984
2363,6.86,16,20.0,2002
2367,6.42,12,24.0,2007
2369,7.06,24,24.0,2007
2371,6.06,3,30.0,2003
2372,7.12,6,30.0,2003
2383,7.24,13,23.0,1999
2385,7.18,1,6.0,2001
2386,7.17,1,5.0,2002
2389,6.95,105,26.0,1972
2390,6.77,100,24.0,2001
2391,5.36,52,25.0,2004
2392,7.45,1,107.0,2006
2393,7.27,1,80.0,2003
2394,6.42,3,30.0,2006
2396,6.8,4,30.0,2005
2397,7.77,1,41.0,2000
2398,7.28,1,30.0,2001
2400,7.19,45,24.0,1993
2402,8.28,79,25.0,1970
2403,6.82,12,24.0,2007
2404,6.89,11,23.0,2007
2406,6.09,1000,24.0,1969
2407,7.27,1,60.0,2006
2408,7.31,1,78.0,2007
2409,7.47,26,23.0,1999
2411,6.69,2,30.0,2005
2413,6.61,2,28.0,2005
2417,6.59,1,30.0,2007
2418,8.31,1,103.0,2007
2419,6.48,1,42.0,1992
2424,7.48,3,5.0,1998
2427,7.13,1,90.0,1981
2432,6.87,6,30.0,2003
2433,6.98,3,30.0,2003
2436,5.91,2,30.0,2004
2438,6.78,2,30.0,2005
2441,6.61,2,30.0,2000
2445,6.3,2,30.0,2004
2446,7.0,4,30.0,2005
2447,6.0,2,30.0,2005
2448,8.02,1,161.0,2006
2449,8.1,1,160.0,2005
2450,7.72,1,89.0,2001
2451,7.71,31,24.0,1982
2452,7.11,1,99.0,1982
2454,7.65,1,69.0,1988
2458,7.44,8,30.0,1989
2460,7.23,1,66.0,1988
2461,5.96,1,42.0,1987
2470,6.96,1,35.0,1978
2471,7.7,1787,11.0,1979
2472,7.29,1,94.0,2007
2476,5.68,12,25.0,2007
2486,7.19,13,25.0,2003
2488,7.31,1,14.0,2002
2489,7.09,52,24.0,2005
2490,7.05,1,5.0,2004
2494,6.72,12,24.0,2007
2495,6.53,13,24.0,2001
2497,6.63,8,26.0,1994
2498,7.58,1,40.0,1995
2499,7.68,1,40.0,1995
2500,7.22,3,23.0,1993
2505,6.69,3,27.0,2006
2506,6.02,1,28.0,2006
2508,7.77,12,24.0,2007
2512,7.33,1,25.0,2002
2513,7.2,1,25.0,2003
2514,7.52,1,25.0,2004
2515,7.26,1,23.0,2005
2516,6.2,6,25.0,1988
2520,6.73,2,12.0,1988
2523,6.24,12,25.0,2005
2524,5.41,3,30.0,1997
2525,5.72,4,22.0,1991
2530,5.87,7,25.0,1999
2531,6.62,2,30.0,2002
2534,6.37,3,30.0,2004
2539,6.64,2,30.0,2005
2542,7.16,45,24.0,1983
2543,7.12,52,25.0,1990
2544,7.27,50,24.0,1981
2547,7.68,46,25.0,1985
2548,7.43,48,24.0,1987
2549,7.52,53,25.0,1978
2553,7.38,52,26.0,1975
2554,6.96,51,26.0,1986
2558,7.58,40,25.0,1993
2559,8.35,33,23.0,1995
2560,6.46,1,111.0,1980
2562,7.56,22,23.0,2007
2563,8.02,1,30.0,2007
2564,6.44,12,24.0,2007
2569,6.94,52,30.0,1989
2571,6.44,52,25.0,1975
2577,7.17,49,25.0,1980
2580,6.65,1,23.0,2006
2581,8.14,25,24.0,2007
2582,7.73,52,25.0,1983
2589,7.13,1,24.0,2006
2590,6.36,2,30.0,2003
2592,5.14,1,47.0,1996
2593,7.64,1,50.0,2007
2594,7.67,1,100.0,2007
2595,6.91,13,25.0,2007
2596,7.46,22,25.0,2007
2597,7.27,1,24.0,2007
2598,6.7,54,24.0,1984
2602,7.15,13,25.0,2007
2603,6.65,12,24.0,2007
2604,7.02,26,24.0,2007
2605,7.9,12,24.0,2007
2606,6.57,1,20.0,2006
2607,6.01,1,79.0,1984
2608,7.46,26,25.0,2007
2609,6.23,13,25.0,1999
2611,6.76,2,36.0,1972
2615,6.66,1,24.0,2007
2617,6.43,2,18.0,2000
2618,7.93,26,24.0,1978
2619,6.6,26,23.0,2006
2621,6.08,1,59.0,1981
2623,7.86,1,102.0,1997
2656,7.3,1,80.0,2004
2665,7.46,1,100.0,1986
2673,7.49,1,115.0,2007
2675,7.15,1,97.0,1996
2680,7.38,5,3.0,2006
2683,7.27,12,24.0,2007
2684,6.83,13,25.0,2007
2685,8.31,3,30.0,2007
2688,6.6,31,24.0,1987
2695,6.69,1,119.0,1992
2703,6.63,22,23.0,1998
2705,6.78,51,25.0,1996
2706,6.96,51,25.0,1997
2713,6.86,26,10.0,2006
2719,5.33,25,25.0,2007
2722,6.83,1,131.0,1983
2724,7.71,2,5.0,1981
2725,6.82,1,27.0,1994
2726,6.46,2,47.0,1991
2729,6.51,1,2.0,1993
2730,4.92,2,28.0,1990
2743,7.44,4,4.0,2007
2744,7.3,12,24.0,2007
2746,6.94,1,110.0,2007
2747,7.11,193,26.0,1963
2748,7.16,65,25.0,1981
2751,6.92,1,107.0,2007
2752,7.94,6,23.0,2007
2753,7.76,1,90.0,1991
2755,5.62,1,113.0,1970
2756,7.3,1,85.0,2007
2759,8.07,1,100.0,2007
2761,7.82,1,98.0,1982
2762,7.87,24,23.0,1983
2767,5.57,1,27.0,2006
2768,7.47,1,5.0,2007
2775,5.83,5,29.0,1994
2782,5.66,2,27.0,1996
2784,6.74,1,23.0,2007
2787,7.61,24,24.0,2007
2789,6.28,52,22.0,2004
2795,6.65,25,25.0,2007
2798,7.31,2,30.0,2007
2799,7.04,47,25.0,1981
2800,7.52,115,25.0,1976
2808,7.21,1,30.0,2005
2810,7.05,39,25.0,1991
2811,6.65,1,60.0,1969
2813,7.36,52,23.0,1989
2816,7.2,44,24.0,1978
2817,7.33,26,24.0,1996
2819,6.9,43,24.0,1989
2825,7.2,52,25.0,1975
2828,7.79,51,24.0,1977
2829,7.93,23,23.0,1996
2832,6.79,15,1.0,2007
2835,7.29,49,24.0,1982
2841,6.72,2,30.0,2005
2842,6.5,1,20.0,2006
2847,7.26,1,90.0,2007
2848,7.53,1,141.0,2007
2852,6.86,4,28.0,2007
2858,6.2,2,30.0,2004
2861,6.27,2,30.0,2004
2866,6.81,4,26.0,2006
2867,6.98,2,30.0,2006
2868,6.17,1,30.0,2006
2869,6.15,1,35.0,2005
2870,6.38,1,30.0,2006
2871,6.25,2,29.0,2004
